학년,학기,이수구분,학수번호,학부(과),교과목명,학점,시간,교과목해설
2학년,2학기,1전선,HAGF9226,게임전공,게임서버프로그래밍입문,3,3,"본 교과목은 게임 서버 개발에 입문하기 위하여, 서버/백엔드 분야에 필요한 전반적인 이론을 학습하고 여러 실습을 통해 게임 서버 제작 기술을 익힐 수 있는 기본 능력을 배양한다."
3학년,1학기,1전심,HAGF0021,게임전공,게임소프트웨어개발2,3,3,본 교과목은 게임제작의 기초이론을 바탕으로 게임 시스템을 기획 및 설계하고 게임제작에 대한 전반적인 기술 및 전문용어 등을 습득하여 실무에 적용 가능한 심층적인 학습을 제공한다.
3학년,1학기,1전심,HAGF0024,게임전공,콘텐츠기획및프리젠테이션,3,3,"본 교과목은 다양한 디지털 콘텐츠의 개념을 이해하고 이를 기획하기 위한 환경, 정보 수집 및 분석, 아이디어 발상, 의사결정 계획 등의 기획 절차를 바탕으로 콘텐츠 기획서를 작성하고, 프리젠테이션을 준비할 수 있는 능력을 배양한다."
3학년,1학기,1전심,HAGF0028,게임전공,게임스토리텔링,3,3,"본 교과목은 게임의 주제, 세계관, 캐릭터, 사건, 매개체, 대사 등의 스토리텔링에 관한 내용을 학습한다."
3학년,1학기,1전선,HAGF9221,게임전공,웹콘텐츠개발2,3,3,"객체지향 분석, 설계 및 프로그래밍에 대한 고급개념을 바탕으로 객체지향 프로그래밍 언어의 특징과 기본을 배운다. 이를 통하여 응용 소프트웨어 시스템을 직접 개발하여 봄으로써 객체지향 패러다임을 이해하게 되며 고급객체지향 개념을 이용할 수 있는 소양을 쌓는다."
3학년,2학기,1전심,HAGF0022,게임전공,고급게임소프트웨어개발,3,3,본 교과목은 게임제작의 기초이론과 인공지능 이론을 바탕으로 게임 시스템을 기획 및 설계하고 게임제작에 대한 전반적인 기술 및 전문용어 등을 습득하여 실무에 적용 가능한 심층적인 학습을 제공한다.
3학년,2학기,1전심,HAGF0030,게임전공,콘텐츠비즈니스,3,3,"본 교과목은 디지털 콘텐츠의 개념과 이를 활용한 산업에 대해 이해하고, 콘텐츠 산업을 구성하고 있는 다양한 구성요소들과 각 콘텐츠 비즈니스의 핵심요소들을 습득한다."
3학년,2학기,1전심,HAGF9212,게임전공,게임심리학,3,3,"본 교과목은 게임이라는 가상현실의 다양한 상황 속에서 일어나는 현상들을 이해하고, 인과관계를 규명하고, 그런 현상을 예측하고 통제하는데 필요한 심리학적 이론들을 소개한다."
3학년,2학기,1전심,HAGF9218,게임전공,게임인공지능,3,3,"본 교과목은 인공지능의 핵심 기술인 탐색, 제약 만족 문제, 논리 프로그래밍, 기계 학습 기법, 딥러닝 기법에 대해 살펴보고, 이를 게임분야에 적용하여 새로운 게임 형태를 창출할 수 있는 능력을 배양한다."
4학년,1학기,1전선,HAGF0025,게임전공,캡스톤디자인1,3,3,"본 교과목은 게임 모바일 콘텐츠 분야의 산업체와 학생팀이 상호협력하여 프로젝트를 완성하도록 지원하면서, 학생들이 산업체에서 필요한 실무를 익히게 한다."
4학년,1학기,1전심,HAGF0027,게임전공,게임특강,3,3,"본 교과목은 게임 관련 핵심기술과 정보에 관한 최신 트렌드를 조사, 분석하고 세미나 형식으로 학습한다."
4학년,1학기,1전심,HAGF9227,게임전공,지능형혼합현실,3,3,본 과목은 메타버스를 구현하기 위한 지능형 가상현실 및 증강현실 기술의 핵심 요소와 이에 필요한 HW/ SW에 대해 이해하며 혼합현실을 위하여 활용될 수 있는 인간의 특성들에 대하여 탐구하고 실제로 구현하는 방법에 대해 학습하여 실제 제작하도록 한다.
4학년,2학기,1전선,HAGF0029,게임전공,캡스톤디자인2,3,3,"본 교과목은 게임 모바일 콘텐츠 분야의 산업체와 학생팀이 상호협력하여 프로젝트를 완성하도록 지원하면서, 학생들이 산업체에서 필요한 실무를 익히게 한다."
4학년,2학기,1전심,HAGF0036,게임전공,산업현장인턴십,3,3,본 교과목은 게임 모바일 콘텐츠 분야의 산업현장에서 학생들이 파트타임으로 일하면서 기업에 대한 올바른 이해 제고는 물론 기업에서 필요한 소양과 능력을 사전에 준비할 수 있는 기회를 제공한다.
전체학년,하계 특별학기(A),1전선,HATB0018,게임전공,게임프로그래밍입문(특별),3,3,
전체학년,하계 특별학기(A),1전선,HATB0038,게임전공,게임시스템구조의이해(특별),3,3,
1학년,1학기,1전선,HASW0001,SW융합학부,SW융합개론,3,3,"소프트웨어융합과 관련된 개념 및 이론, 기술들에 대한 입문 과목으로서 컴퓨터 HW와 SW, SW 융합 기술 및 이를 활용한 다양한 콘텐츠 제작 기술 등에 대해 폭넓게 소개한다."
1학년,2학기,1전선,HASW0002,SW융합학부,SW영어1,3,3,소프트웨어와 관련된 기술을 영어로 이해하고 표현할 수 있는 능력을 키운다.
1학년,1학기,1전선,HACT0001,애니메이션전공,게임엔진 기초,3,3,"이 과정은 학생들이 게임 개발, 인터랙티브 미디어 또는 애니메이션 프로젝트에 Unreal Engine과 같은 게임 엔진을 사용하는 방법에 대한 확실한 이해를 제공한다. 이론과 광범위한 실제 작업의 균형을 유지하여 학생들이 게임 및 대화형 게임에 직접 적용할 수 있는 기술을 개발할 수 있도록 함"
1학년,1학기,1전선,HACT0002,애니메이션전공,애니메이션 기초,3,3,"애니메이션의 기본 원리와 기법을 학생들에게 소개하는 기초 강좌. 이 과정에서는 타이밍, 간격, 스쿼시 및 스트레치와 같은 주요 개념을 포함하여 애니메이션 이론의 기본을 학습. 또한 예술 형식으로서의 애니메이션의 역사와 진화에 대해 학습
실습과 실습 프로젝트를 통해 학생들은 다양한 도구와 소프트웨어를 사용하여 애니메이션을 제작하는 실습 경험을 학습. 캐릭터 디자인, 스토리보드 및 프레임별 애니메이션의 원리를 탐구. 또한 애니메이션 작품을 분석하고 비평하는 비판적 안목을 개발하여 매체의 예술적, 기술적 측면을 이해하도록 한다. 
이 수업을 통해 애니메이션 원리와 기법에 대한 탄탄한 기초를 갖게 되며, 이를 통해 더 고급 과정을 준비하고 애니메이션 예술에 대한 더 깊은 이해를 갖추게 됨"
1학년,1학기,1전선,HACT0003,애니메이션전공,디지털 그래픽 기초,3,3,"애니메이션 전공 프로그램의 입문 수업.이 과정은 학생들에게 애니메이션 맥락에서 디지털 그래픽에 대한 기초적인 이해를 제공하도록 만들었으며, 일반적으로 다음의 주요 핵심내용이 있음. 
   
* 디지털 아트의 원리: 디지털 환경에서 예술 창작의 기본 개념을 이해
* 소프트웨어 도구 및 기술: Adobe Photoshop, Illustrator 등과 같은 디지털 그래픽용 업계 표준 소프트웨어를 소개하고, 여러 플랫폼을 탐색하고 기본 도구 및 기능을 사용하는 방법을 배우는 것이 포함
* 기본 그래픽 디자인: 색상 이론, 타이포그래피, 레이아웃 등 그래픽 디자인 요소를 살펴보고 이러한 요소가 디지털 미디어에 어떻게 적용되는지 학습
* 디지털 드로잉 및 페인팅: 학생들은 디지털 도구를 사용하여 드로잉, 스케치, 페인팅하는 방법을 배우고 전통적인 예술 기술을 디지털 영역으로 전환
* 이미지 편집 및 조작: 레이어, 마스킹, 필터를 포함하여 이미지를 편집하고 조작하는 기본 기술을 학습 

이 과정은 디지털 아트 및 애니메이션 기술에 대한 고급 연구의 토대를 마련함으로 애니메이션을 전공하는 학생들에게 매우 중요. 이론적 지식과 실제 기술을 결합하며 학생이 디지털 애니 세계로 첫 발을 내딛게 해주는 기본 수업"
1학년,1학기,1전선,HACT0004,애니메이션전공,모델링 기초,3,3,모델링 기초' 수업은 애니메이션과 시각효과에 있어서 중요한 기술인 3D 모델링의 본질을 학생들에게 가르치는 데 중점을 둔 기초 과목 이 과정은 애니메이션 학생들에게 3D 모델링의 강력한 기초를 제공하고 애니메이션 장면과 캐릭터의 구조적 기초를 만드는 데 필요한 기술을 갖추도록 고안. 수업은 이론적인 지식과 실제적인 실무 경험을 결합
1학년,2학기,1전선,HACT0017,애니메이션전공,라이팅앤렌더링,3,3,디지털 환경에서 조명 및 렌더링 장면을 만드는 예술과 과학을 가르치는 데 중점을 둔다. 디지털 미디어의 조명 및 렌더링의 복잡하고 미묘한 측면을 이해하고 숙달하는 데 도움이 됨. 이론적 지식과 실제 적용을 결합하여 학생들이 애니메이션과 게임의 실제 과제에 대비할 수 있도록 준비
1학년,2학기,1전선,HACT0018,애니메이션전공,애니메이션테크닉,3,3,"애니메이션 테크닉' 수업은 학생들에게 애니메이션의 기초와 고급 테크닉을 가르치기 위한 종합과목. 이 과정은 다양한 형태의 미디어에서 캐릭터와 장면을 생생하게 표현하는 데 필요한 기술을 개발하는 데 매우 중요. 움직임, 스토리텔링, 캐릭터 표현의 원리를 다루면서 학생들에게 전통 애니메이션 기술과 디지털 애니메이션 기술에 대한 철저한 이해를 제공하는 교과목"
1학년,2학기,1전선,HACT0019,애니메이션전공,캐릭터리깅,3,3,이 수업은 3D 모델을 위한 뼈 구조나 골격 프레임워크를 만들어 사실적으로 또는 양식화된 방식으로 움직일 수 있도록 하는 과정에 초점을 맞춘 전문 과목. 이 과정의 주요 목표는 학생들에게 애니메이션용 캐릭터를 조작하여 캐릭터가 움직이고 포즈를 취할 수 있도록 준비하는 방법을 가르치는 것. 여기에는 관절과 뼈의 역학을 이해하고 시뮬레이션된 환경에서 스킨과 클로스의 움직임과 어떻게 관련되는지 이해하는 것이 중요.
1학년,2학기,1전선,HACT0020,애니메이션전공,게임엔진 고급에셋활용,3,3,"이 수업은 학생들에게 게임 엔진 내에서 복잡한 자산을 효과적으로 활용하는 방법을 가르치고 게임 프로젝트의 시각적, 기능적 품질을 향상시키기 위해 만들어진 교과목으로 학생들에게 고품질의 효율적이며 몰입도 높은 게임 환경을 만드는 데 중점을 두고 게임 엔진의 다양한 에셋을 가져오고, 관리하고, 최적화하는 기술을 갖추도록 함."
2학년,1학기,1전선,HACT0007,애니메이션전공,카툰애니메이션,3,3,애니메이션 전공 2학년 학생들을 위한 '만화 애니메이션' 과정은 만화 스타일의 애니메이션을 제작하는 데 필요한 구체적인 기술과 창작 과정을 더욱 깊이 탐구하도록 설계. 이 과정은 1학년때 익힌 기본 기술을 바탕으로 만화 애니메이션 고유의 스타일과 표현 측면에 더 중점을 둔다. 학생들에게 만화적 캐릭터들의 스토리텔링 및 애니메이션에서 만화 예술의 독특한 미학을 강조하면서 매력적이고 표현력이 풍부한 만화 애니메이션을 제작할 수 있는 기술과 지식을 전수하는 교과목.
2학년,1학기,1전선,HACT0008,애니메이션전공,애니메이션스토리텔링,3,3,애니메이션 스토리텔링'은 영화 제작과정의 기초영상문법을 바탕으로 한 수업. 이 과정은 특히 애니메이션 맥락 내에서 스토리텔링의 독특한 측면을 탐구하는 수업. 애니메이션을 통해 생생하게 전달되는 설득력 있는 내러티브를 제작할 수 있는 기술을 학생들에게 갖추는 것을 목표. 영화 스토리텔링의 원리와 애니메이션이 제공하는 독특한 가능성을 혼합하여 애니메이션이라는 매체를 통해 매력적이고 정서적으로 공감되는 이야기를 전달할 수 있는 학생들의 능력을 개발하는 교과목.
2학년,1학기,1전선,HACT0033,애니메이션전공,Blender project,3,3,"""블렌더 프로젝트"" 수업은 학생들에게 종합적인 오픈 소스 3D 소프트웨어인 블렌더(Blender)를 직접 사용해 볼 수 있는 경험을 제공하기 위해 고안된 전문 과정으로 학생들에게 블렌더를 효과적으로 활용하여 상세한 3D 모델, 애니메이션 및 렌더링된 장면을 만드는 방법을 가르치는 것을 목표로 함. 따라서 이 수업의 주요 목표는 학생들이 모델링, 텍스처링, 리깅, 애니메이션 및 렌더링을 포함하여 3D 제작의 모든 단계를 다루는 Blender를 사용하여 완전한 프로젝트를 수행할 수 있도록 하는 것."
2학년,1학기,1전선,HACT0034,애니메이션전공,게임엔진애니메이션1,3,3,"""게임 엔진 애니메이션"" 수업은 게임 엔진 환경 내에서 애니메이션을 적용하는 특정 기술과 원리에 중점을 두며, 게임 개발에서 전통적인 애니메이션 기술과 실시간 애니메이션의 기술적 요구 사항 간의 격차를 해소하기 위한 교과목. 학생들에게 게임 엔진에서 애니메이션을 생성, 구현 및 최적화하는 기술을 제공하여 게임과 애니메이션에서 실시간 렌더링에 효과적이고 효율적인 작업 능력을 가르치기 위한 교과목"
2학년,2학기,1전선,HACT0021,애니메이션전공,게임애니메이션,3,3,"이 수업은 캐릭터 애니메이터를 위해 비디오 게임을 위한 높은 수준의 액션 기술을 만들고 구현하는 데 중점을 두며, 이 과정은 게임의 상호 작용 특성에 기본이 되는 역동적이고 매력적이며 반응이 빠른 동작과 동작을 애니메이션화하는 기술과 과학을 학생들에게 가르치기 위해 만든 수업. 학생들에게 게임 메커니즘, 플레이어 상호 작용 및 실시간 렌더링의 고유한 요구 사항을 강조하면서 정교하고 고품질의 비디오 게임 애니메이션을 제작할 수 있는 기술을 교육"
2학년,2학기,1전선,HACT0023,애니메이션전공,Compositing,3,3,"영화 및 애니메이션 교육의 '합성'이라는 과목은 실사 영상과 컴퓨터 생성 이미지(CGI)를 결합하는 기술과 원리에 초점을 맞춘 전문 과목. 이 과정은 현대 영화 제작에서 실제 요소와 가상 요소를 완벽하게 혼합하는 데 필요한 예술과 기술을 가르치기 때문에 시각 효과, 애니메이션 또는 영화 제작 분야에서 경력을 쌓는 학생들에게 필수적인 수업. 학생들에게 실사 및 CGI 요소를 합성하여 실제 세계와 가상 세계를 모두 통합하는 믿을 수 있는 장면을 만드는 기술을 습득하게 하고, 시각적 일관성의 예술적 측면과 합성에 사용되는 소프트웨어 및 도구의 기술적 측면을 모두 이해시키는 교과목."
2학년,2학기,1전선,HACT0035,애니메이션전공,애니메이션스토리메이킹,3,3,"이 수업은 애니메이션에 특화된 매력적인 내러티브의 개념화, 기획 및 제작에 중점을 두고 학생들의 스토리텔링 능력을 개발하기 위해 만든 과정.  이 수업은 애니메이션의 중추로서 스토리의 중요성을 강조하며 학생들에게 청중의 공감을 불러일으키고 시각적 경험을 향상시키는 스토리를 만드는 방법을 학습시킨다. 또한 학생들이 애니메이션 영화, 시리즈 또는 단편을 위한 흥미롭고 독창적인 스토리를 구상, 개발 및 구성하는 기술을 갖추도록 하며, 풍부한 상상력으로  환상적인 내러티브의 잠재력을 고려하여 애니메이션 스토리텔링의 고유성을 베우는 교과목."
2학년,2학기,1전선,HACT0036,애니메이션전공,게임엔진애니메이션2,3,3,"이 과정은 첫 번째 부분에서 습득한 기본 기술을 바탕으로 게임 엔진 내에서 애니메이션의 보다 정교한 기술과 응용을 더 깊이 탐구합니다. 게임 엔진 애니메이션에 대한 기본적인 이해가 있고 기술을 더욱 향상시키려는 학생들을 위해 만든 교과목으로, 게임 내 애니메이션의 상호 작용성, 사실성 및 전반적인 품질 향상에 중점을 두고 게임 엔진 내에서 복잡한 애니메이션을 만들고 구현하는 학생들의 기술을 향상시키는 수업."
3학년,1학기,1전심,HACT0009,애니메이션전공,단편애니메이션기획,3,3,"단편 애니메이션 제작의 사전 제작 및 기획 단계를 이해하는 과정. 컨셉 개발부터 스토리보드 작성 및 사전 시각화에 이르기까지 모든 것을 다루면서 자신의 아이디어를 일관되고 효과적인 단편 애니메이션으로 개발하는 과정을 학습한다. 자신만의 애니메이션 필름을 제작하려는 학생들에게 매우 중요하며, 창의적인 아이디어를 실현 가능한 애니메이션 프로젝트로 전환하기 위한 체계적인 접근 방식을 제공. 이 수업은 성공적인 제작을 위한 토대를 마련하여 학생들이 후속 제작 단계에서 자신의 비전을 실현할 수 있도록 도와주는 교과목."
3학년,1학기,1전심,HACT0010,애니메이션전공,크리처애니메이션,3,3,"이 수업은 영화와 애니메이션에서 인간이 아닌 캐릭터, 특히 생물과 괴물을 애니메이션화하는 기술과 기술에 중점을 둔다. 이 과정은 학생들에게 환상적이고 상상력이 풍부한 생물체에 생명을 불어넣는 방법을 가르치고 이야기의 맥락 내에서 그들의 움직임이 믿을만하고 영향력이 있도록 표현할 수 있게 학습하는 테크니컬 수업. 각 생물의 해부학적 특성과 특성에 맞는 사실적이고 표현력이 풍부한 움직임을 만드는 데 중점을 두고 신화에 나오는 짐승부터 외계 괴물까지 다양한 생물을 애니메이션화할 수 있는 기술을 학생들에게 가르치는 교과목."
3학년,1학기,1전심,HACT0011,애니메이션전공,인터렉티브 CGI 1,3,3,"이 교과목은 인터랙티브 컴퓨터 생성 이미지(CGI) 콘텐츠 제작에 중점을 두며, 게임 엔진과 애니메이션에 대한 기초 지식을 바탕으로 비디오 게임, 가상 현실(VR), 대화형 설치 등 다양한 응용 프로그램에 필수적인 대화형 CGI 제작의 세부 사항을 탐구하도록 만든 과정. 애니메이션, 사용자 상호 작용 및 실시간 컴퓨팅의 통합을 강조하면서 대화형 CGI 프로젝트를 설계하고 개발하는 데 있어 학생들에게 포괄적인 이해와 실용적인 기술을 학습하는 교과목."
3학년,1학기,1전선,HACT0012,애니메이션전공,VFX project A,2,2,"본 과목은 애니메이션과 영화에서 시각효과(VFX)의 제작과 활용에 중점을 두며, 학생들이 VFX 개발 및 적용에 대한 실습 전문 지식을 습득하고 전문가 수준의 작품 제작을 목표로 하는 실용적인 프로젝트 중심 수업. 기술적 역량과 예술적 창의성을 결합하여 효과를 창출하는 기술적 능력을 양성. 이 과정은 학생들에게 애니메이션과 실사 영화 프로젝트 모두에 시각 효과를 디자인, 제작 및 통합하는 데 대한 포괄적인 지식과 실제 경험을 제공."
3학년,2학기,1전선,HABH0050,애니메이션전공,일본TV애니와표현기법,3,3,"일본은 전세계 애니메이션 시장의 60%를 차지하고 있는 강국이다. 최근 OTT를 통해 전 세계에 발신되고 있는 일본의 애니메이션은 그 영향력이 더욱 증가하고 있다. 영화, 드라마, 캐릭터, 게임 등의 원천소스가 되고 있는 애니메이션에 대한 수업은 대중문화콘텐츠 이해를 위해 반드시 필요하다. 본 교과목에서는 애니메이션 역사상 주요한 작품과 최근 방영되었거나 방영중인 TV애니메이션 작품 위주로 세계관, 캐릭터 조형, 내러티브 표현기법을 살펴본다."
3학년,2학기,1전선,HACT0016,애니메이션전공,VFX project B,2,2,"이 고급 과정은 ""VFX 프로젝트 A""를 완료한 학생들을 위해 강좌. VFX 프로젝트 A수업에서 습득한 기본 기술과 개념을 바탕으로 보다 복잡하고 정교한 시각 효과(VFX) 기술과 프로젝트의 실행에 중점을 둔다. 수업은 이러한 VFX 기술을 활용하여 영화와 애니메이션에 적합한 고품질 효과를 생성하는 것.  이 과정은 시각 효과 영역에서 탁월한 성과를 원하는 학생들에게 매우 중요. 영화, TV 프로그램, 광고 또는 애니메이션 전반에 걸쳐 적용할 수 있는 VFX 업계의 전문 경력에 필요한 고급 기술과 실제 프로젝트를 탐구."
3학년,2학기,1전심,HACT0025,애니메이션전공,Animation Workshop,2,2,"이 수업은 학생들에게 이전 교과 과정에서 배운 애니메이션 기술을 적용 및 통합하고 워크숍 환경에서 기술을 연마할 수 있는 기회를 제공. 다양한 애니메이션 방법과 원리에 대한 학생들의 이해력과 전문성을 향상시키는 학습과정. 주로 애니메이션 프로젝트 개발을 중심으로 하며, 기술적인 능력을 향상시킬 뿐만 아니라 미래의 경력을 쌓기 위한 실용적인 기술을 전수하는 교과목."
3학년,2학기,1전심,HACT0027,애니메이션전공,인터랙티브 CGI 2(캡스톤디자인),2,2,"""인터랙티브 CGI 2""는 인터랙티브 미디어, 게임 개발, VR/AR 개발 또는 인터랙티브 컴퓨터 생성 이미지 제작에 고급 기술이 필요한 모든 분야를 전문으로 하고자 하는 학생들을 위한 중추적인 과정. 이 수업은 이전 과정에서 얻은 기본 지식과 기술을 바탕으로 대화형 컴퓨터 생성 이미지(CGI) 생성에 대해 더 깊이 학습. 여기에는 고급 프로그래밍 기술, 정교한 사용자 상호 작용 디자인, 더욱 복잡한 애니메이션과 효과의 통합을 포함하며, 교과 과정은 대화형 CGI의 보다 복잡한 측면에 중점을 둔다."
3학년,2학기,1전심,HACT0047,애니메이션전공,단편 story reels,3,3,"""단편 스토리 릴"" 과정은 스토리보드 애니메이션화와 포괄적인 애니메이션 제작을 위한 기초 작업 마무리에 대한 실용적인 통찰력을 제공. 애니메이션 졸업작품을 준비하는 학생들에게 필수과목. 이 과정의 초점은 사전 시각화와 최종 애니메이션 사이의 연결 역할을 하는 역동적이고 일관된 시각적 내러티브를 만드는 데 있음.  타이밍, 속도, 오디오 요소를 통합하여 스토리보드를 애니메이션 스토리 릴로 전환하는 데 필요한 기술과 지식을 학생들에게 제공하여 매력적인 내러티브 흐름을 만드는 데 중점을 가지는 교과목"
4학년,1학기,1전선,HACT0013,애니메이션전공,CG Workshop 1,2,2,이 수업은 컴퓨터 그래픽의 다양한 측면에 대한 학생들의 기술과 이해를 심화시키기 위해 만든 과정. 학생들이 고급 CG 기술을 적용하여 정교하고 전문적인 수준의 작품을 만드는 실습형 프로젝트 기반 학습에 중점을 둔다.
4학년,1학기,1전심,HACT0015,애니메이션전공,Short Film Animation 1,2,2,"학생들이 자신만의 단편 애니메이션을 제작하기 위해 이수하는 수업. 이 과정은 학습 전반에 걸쳐 습득한 기술과 지식의 정점을 나타내며 학생들은 이를 포괄적인 프로젝트에 적용할 수 있음. 초기 컨셉부터 최종 제품까지 완벽하고 세련된 애니메이션을 만드는 데 수업의 목표가 있음. 학생들이 자신의 기술적 능력, 스토리텔링 능력 및 개인적인 예술적 스타일을 보여주는 단편 애니메이션 영화를 개념화, 계획 및 제작할 수 있게 만든다."
4학년,1학기,1전심,HACT0026,애니메이션전공,3D Effect,3,3,플랫폼 내에서 3D 효과를 생성하고 구현하는 데 중점을 둔 수업. 고급 3D 효과를 사용하여 게임이나 대화형 미디어의 시각적 매력과 몰입형 경험을 향상시키려는 사람들에게 매우 중요. 학생들에게 다이나믹 3D 효과를 만들고 게임 엔진에 통합하여 게임이나 기타 3D 대화형 응용 프로그램의 시각적 품질과 상호 작용성을 향상시키는 기술을 학습하는 교과목
4학년,2학기,1전심,HACT0028,애니메이션전공,Unreal 고급릴 제작,2,2,"언리얼 고급 릴 제작'은 4학년 애니메이션 학생들을 위한 전문 과정으로, 대표적인 게임 엔진인 언리얼 엔진의 고급 활용을 통해 고품질 애니메이션 릴을 제작하는 데 중점을 두고 있음. 이 수업은 자신의 재능과 기술적 능력을 보여주는 전문가 수준의 릴 제작 기술을 연마하는 것을 목표로 애니메이션과 언리얼 엔진에 대한 기초적인 이해를 갖춘 학생들을 위한 교과목."
4학년,2학기,1전심,HACT0029,애니메이션전공,Short Film Animation 2,2,2,"학생들이 자신만의 단편 애니메이션을 제작하기 위해 이수하는 수업. 이 과정은 학습 전반에 걸쳐 습득한 기술과 지식의 정점을 나타내며 학생들은 이를 포괄적인 프로젝트에 적용할 수 있음. 초기 컨셉부터 최종 제품까지 완벽하고 세련된 애니메이션을 만드는 데 수업의 목표가 있음. 학생들이 자신의 기술적 능력, 스토리텔링 능력 및 개인적인 예술적 스타일을 보여주는 단편 애니메이션 영화를 개념화, 계획 및 제작할 수 있게 만든다."
4학년,2학기,1전선,HACT0030,애니메이션전공,CG Workshop 2,2,2,이 수업은 컴퓨터 그래픽의 다양한 측면에 대한 학생들의 기술과 이해를 심화시키기 위해 만든 과정. 학생들이 고급 CG 기술을 적용하여 정교하고 전문적인 수준의 작품을 만드는 실습형 프로젝트 기반 학습에 중점을 둔다.
1학년,1학기,1전선,HASW0001,SW융합학부,SW융합개론,3,3,"소프트웨어융합과 관련된 개념 및 이론, 기술들에 대한 입문 과목으로서 컴퓨터 HW와 SW, SW 융합 기술 및 이를 활용한 다양한 콘텐츠 제작 기술 등에 대해 폭넓게 소개한다."
1학년,2학기,1전선,HASW0002,SW융합학부,SW영어1,3,3,소프트웨어와 관련된 기술을 영어로 이해하고 표현할 수 있는 능력을 키운다.
1학년,1학기,1전선,HABH0001,한일문화콘텐츠전공,일본문화의이해,3,3,"일본의 문화콘텐츠를 이해하고 나아가 한국의 문화콘텐츠와의 공통점과 차이점을 이해하기 위한 기본적인 소양을 기른다. 역사별 일본 문화 콘텐츠의 종류와 특징을 알아보고 정치 사회적 요인에 따라 문화콘텐츠가 어떻게 만들어지고 향유되어 왔는가를 고찰한다. 일본의 의식주와 같은 일상생활을 비롯한 마츠리, 다도, 스모, 회화, 연중행사 등를 알아보고 한국과의 공통점과 차이점을 논의하여 양국의 문화콘텐츠를 이해하기 위한 기초를 마련한다."
1학년,1학기,1전선,HABH0002,한일문화콘텐츠전공,베이직일본어1,3,3,일본어 입문과정으로서 초급의 전반적인 ‘읽고’ ‘쓰고’ ‘말하고’ ‘듣는’ 종합적인 기초능력을 습득한다.
1학년,1학기,1전선,HABH0034,한일문화콘텐츠전공,여가콘텐츠와일본현대문화,3,3,"문화유산, 도시문화 등의 여가콘텐츠를 학습하고 경험함으로써 일본 현대 문화콘텐츠 전반에 대한 이해를 높이는 것을 목표로 한다."
1학년,1학기,1전선,HABH0040,한일문화콘텐츠전공,문화콘텐츠입문,3,3,"문화콘텐츠 학습 전반에 필요한 기초적인 개념을 정립한다. 우리 주변에서 실제 접하는 문화콘텐츠의 다양한 사례를 살펴보고, 인접 학문과의 융합이라는 측면에서 문화콘텐츠의 방향성에 대해 모색한다."
1학년,2학기,1전선,HABH0003,한일문화콘텐츠전공,콘텐츠기획과문화융합,3,3,"일본문화콘텐츠를 시대적, 문화적, 산업적 측면에서 총체적으로 살펴보고, 콘텐츠 강국 일본이 형성되는 배경을 문화콘텐츠의 핵심 키워드인 상상력과 기획을 통해 이해한다."
1학년,2학기,1전선,HABH0004,한일문화콘텐츠전공,베이직일본어2,3,3,베이직 일본어 1의 학습 내용에 이어 초급 후반까지의 ‘읽고’ ‘쓰고’ ‘말하고’ ‘듣는’ 종합적인 기초력을 습득한다.
1학년,2학기,1전선,HABH0048,한일문화콘텐츠전공,언어와컴퓨터,3,3,인간의 언어체계를 이해하고 언어 공학을 바탕으로 컴퓨터에서 언어가 응용되는 과정 및 방법을 학습함으로써 인공지능 시대에 필요한 언어학적 지식과 소프트웨어와의 융합능력을 갖춘다.
1학년,2학기,1전선,HABH0051,한일문화콘텐츠전공,기초일본어회화와작문실습,3,3,ㅇㄴ혼ㅅ어ㅗ허ㅏㅏㅕㅛㅗㅡㅏㅇ노ㅗㅛㅘㅡㅛㅏㅗ
2학년,1학기,1전선,HABH0005,한일문화콘텐츠전공,한일대중문화콘텐츠의이해,3,3,한국과 일본의 다양한 대중문화의 콘텐츠를 이해하고 비교 분석하여 경쟁력을 가진 새로운 문화콘텐츠에 적용할 수 있는 능력을 기른다.
2학년,1학기,1전선,HABH0006,한일문화콘텐츠전공,문화여행과SW콘텐츠기획,3,3,최근 문화트랜드를 반영한 문화콘텐츠 기반 여행문화 소재를 발굴하고 이를 지식콘텐츠화 하는 프로젝트를 통해 인문-SW융합적인 디지털콘텐츠 기획 역량을 기른다.
2학년,1학기,1전선,HABH0007,한일문화콘텐츠전공,한일언어와행동문화,3,3,"언어행동에 대한 이론적 기반을 구축하고, 한국어와 일본어에 나타나는 언어행동 및 비언어행동을 비롯해 언어생활, 경어행동 등의 특징과 차이에 대해 학습한다."
2학년,1학기,1전선,HABH0014,한일문화콘텐츠전공,커뮤니케이션일본어1,3,3,"베이직일본어 1, 2에서 습득한 기초력을 바탕으로 중급 초반 일본어를 종합적으로 학습하고 소통 능력을 높이도록 연습한다."
2학년,1학기,1전선,HABH0024,한일문화콘텐츠전공,한일문화트렌드,3,3,"문화와 사회는 늘 새로운 변화가 나타나고 그에 따른 관심사가 달라진다. 한국과 일본의 다양한 문화적, 사회적 변화를 감지하고 그 의미를 해석함으로써 미래 사회, 산업, 문화의 모습을 예측하고 대응하는 힘을 기른다."
2학년,1학기,1전선,HABH0054,한일문화콘텐츠전공,일본문학과문화,3,3,"일본을 대표하는 근현대 작가의 작품을 통해 메이지, 타이쇼, 쇼와 시대의 일본인들의 삶을 알아보는 수업이다. 문명 개화기부터 현대까지의 일본의 사회상, 생활상, 사고 등은 어떠했는지 생각해보기로 한다."
